tested_positive,tested_negative,tested_total,in_isolation,quarantined,tested_rdt,pending_result,recovered,deaths,source,updated_at,latest_sit_report_type,latest_sit_report_id,latest_sit_report_no,latest_sit_report_date,latest_sit_report_url,latest_sit_report_created_at,latest_sit_report_updated_at,latest_sit_report_v
126137,1128030,1254167,37382,4808,312402,0,88040,715,https://drive.google.com/file/d/1swQR6WXM2MYZlz5ocfnC6Ps6eeLqWo5f/view,2020-10-17T00:00:00.000Z,MOHP,5f8592cdcfab3937022394e7,247,2020-10-13,https://drive.google.com/file/d/1swQR6WXM2MYZlz5ocfnC6Ps6eeLqWo5f/view,2020-10-13T11:43:09.944Z,2020-10-13T11:43:09.944Z,0
